ID;NAME;Kartenart;Quellkonto KontoID;Quellkonto;Quellkonto Beschreibung;Quellkonto BUB;Quellkonto LIB;Zielkonto KontoID;Zielkonto;Zielkonto Beschreibung;Zielkonto BUB;Zielkonto LIB;Verschiedene Lager;handler
3390;Erhöhung Transportbestand;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
3391;Erhöhung Transportbestand;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
3392;Retoureneingang;339;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
3400;LIB Verminderung;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3401;Reduzierung fakturierfähiger Bestand;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3402;Reduzierung fakturierfähiger Bestand;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3461;Einstellung in Umfuhr;346;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;
3462;Einstellung in Umfuhr;346;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
3465;Einstellung in Umfuhr ver. Lager Graz;346;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;194
3471;Minusdifferenz gleiches Lager;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3472;Minusdifferenz;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3480;Minusdifferenz Transportbestand gl.Lager;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
3481;Minusdifferenz Transportbestand;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3491;Ausbuchung Umfuhr;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
3492;Ausbuchung Umfuhr;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
4410;Lagerdifferenzen u. Rechnungskorrekturen;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
4411;Berichtigung einer Rechnung im Betrieb;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
4412;Berichtigung einer Rechnung im Betrieb;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
4420;Storno einer Rechnung;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
4421;Storno einer Rechnung;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
4430;Manuelle Gutschrift;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
4431;Manuelle Gutschrift;305;8;WA Kunde;Warenausgang (WA) Kunde. Verkauf an Kunde Versand und Stationär.;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
5001;KABA: Freier Bestand - KABA_TBestand;346;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;Y;162
5003;KABA: Transportb. - KABA freier B.;336;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;162
5004;KABA: Transportb. - KABA freier B.;336;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;162
5007;KABA Storno: TLIB - RLIB;336;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;Y;
8100;SEZ-Rueckgaben;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
8101;SEZ-Rueckgaben;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
8300;Belastung Sonderdrittverkauf;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
8400;Gutschrift Sonderdrittverkauf;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
8401;Gutschrift Sonderdrittverkauf;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
8600;Gutschrift Sonderdrittverkauf;305;12;WE Retoure;Wareneingang (WE) Retoure;N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
9960;Inventurkorrektur Pos./Neg. Stammlager;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9961;Inventurkorr.-gesperrter B. an Stammlag;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9962;Inventurkorrektur BUB-Erhöhung;305;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;;
9963;Inventurkorrektur BUB-Verringerung;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;;
9964;Inventurkorrektur Pos. Lager 0;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
9970;Pos. TransBestDiff. Kontenabgr. Inventur;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9971;Neg. TransBestDiff. Kontenabgr. Inventur;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9972;Pos.Diff.Kto.n.liefb./gesp.Bstd Inventur;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9973;Neg.Diff.Kto.n.liefb./gesp.Bstd Inventur;-1;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9980;Abgleich Korrektur freier Bestand;310;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
9981;Abgleich Korrektur Transportbestand;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
9981;Abgleich Korrektur Transportbestand;315;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;Y;
9982;Abgleich Korrektur LIB-BUB-Diff;315;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;93;BUB-wirks. BestKorr;"BUB-wirksame Bestandskorrekturen. Konto für Korrekturen (Verwertung; IWA; Umzeichnung; Inventurdifferenz; ASTA-Abgleich bei Notfallbetrieb etc.)";N;N;N;
9983;Abgleich Korrektur freier Bestand R206;340;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9984;Abgleich Korrektur Transportbestand R206;349;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;Y;
9990;Init freier Bestand;300;90;Initialzugang; Initialzugang Umsatz;N;N;3;Fakturierbar Bestand;Freier Lagerbestand;Y;Y;N;
9991;Virt. WE an virt. Bestand;;44;Virt. Wareneingang;Vitueller Wareneingang;N;N;45;Virt. Bestand;Vitueller Bestand;N;N;N;
9992;Virt. Bestand an virt. WA;;45;Virt. Bestand;Vitueller Bestand;N;N;46;Virt. Warenausgang;Vitueller Warenausgang;N;N;N;
9993;Init Transportbest.;;90;Initialzugang; Initialzugang Umsatz;N;N;2;Transportbestand;"Transport-Bestand (Umfuhr-Bestand)
Für Filialen temporär Umfuhren aller Filialen auf ID_Warehouse=16 kumuliert";Y;N;N;
9994;Init BUB-Differenzen;;91;ALT: ALT: DIFF BUB;" Initialzugang Differenz BUB-Umsatz (fällt
noch weg)";N;N;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;N;
9995;WE aus Transit abg in QS;;14;Transportbestand abg;abgehender Transportbestand fuer Stationaergeschaeft;Y;N;15;QS gesperrter Best.;von Qualitätssicherung gesperrter Bestand;Y;N;Y;
9996;Entsperren inventurgesperrter Bestände;;1;gesperrter Bestand;Nicht lieferbarer / gesperrter Bestand;Y;N;5;Ruecksendestelle;Bestand der Ruecksendestelle für Ruecklieferungen an Lieferanten als Bestandteil des BUB;Y;N;N;
